<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.03.19	22:45:00	2156.79	2157.87	2156.56	2157.80	493	0	5
2024.03.19	23:00:00	2157.80	2158.52	2157.57	2158.34	463	0	4
2024.03.19	23:15:00	2158.34	2158.45	2158.17	2158.33	169	0	5
2024.03.19	23:30:00	2158.33	2158.38	2157.43	2157.87	274	0	5
2024.03.19	23:45:00	2157.88	2158.11	2157.20	2157.48	277	0	5
2024.03.20	01:00:00	2157.80	2158.33	2157.65	2158.29	210	0	0
2024.03.20	01:15:00	2158.28	2159.70	2158.28	2158.57	258	0	5
2024.03.20	01:30:00	2158.57	2158.69	2157.98	2158.30	272	0	5
2024.03.20	01:45:00	2158.27	2158.78	2158.20	2158.78	96	0	5
2024.03.20	02:00:00	2158.77	2158.79	2157.80	2157.97	357	0	5
2024.03.20	02:15:00	2157.98	2158.06	2157.71	2157.90	267	0	5
2024.03.20	02:30:00	2157.90	2157.99	2157.23	2157.48	324	0	5
2024.03.20	02:45:00	2157.48	2158.10	2157.01	2157.11	572	0	0
2024.03.20	03:00:00	2157.14	2157.24	2156.39	2156.41	646	0	5
2024.03.20	03:15:00	2156.41	2156.67	2155.41	2155.41	499	0	5
2024.03.20	03:30:00	2155.45	2155.83	2155.26	2155.52	325	0	5
2024.03.20	03:45:00	2155.59	2157.50	2155.42	2157.20	436	0	5
2024.03.20	04:00:00	2157.22	2158.23	2156.67	2157.96	990	0	5
2024.03.20	04:15:00	2157.96	2160.05	2157.91	2159.25	779	0	5
2024.03.20	04:30:00	2159.25	2159.75	2158.32	2159.13	706	0	5
2024.03.20	04:45:00	2159.13	2159.56	2157.95	2158.72	774	0	5
2024.03.20	05:00:00	2158.73	2158.76	2157.22	2157.95	746	0	5
2024.03.20	05:15:00	2157.95	2158.49	2157.64	2158.24	446	0	5
2024.03.20	05:30:00	2158.24	2159.73	2158.20	2159.71	625	0	5
2024.03.20	05:45:00	2159.71	2159.77	2158.38	2159.01	593	0	5
2024.03.20	06:00:00	2159.01	2159.68	2158.60	2159.53	602	0	5
2024.03.20	06:15:00	2159.53	2159.59	2158.46	2158.96	415	0	5
2024.03.20	06:30:00	2158.96	2159.39	2158.77	2159.16	435	0	5
2024.03.20	06:45:00	2159.16	2159.91	2159.03	2159.88	361	0	0
2024.03.20	07:00:00	2159.88	2160.25	2159.24	2159.44	800	0	5
2024.03.20	07:15:00	2159.42	2159.54	2158.26	2159.06	489	0	5
2024.03.20	07:30:00	2159.06	2159.23	2158.64	2158.66	338	0	3
2024.03.20	07:45:00	2158.67	2158.87	2156.90	2156.93	618	0	5
2024.03.20	08:00:00	2156.93	2157.83	2156.81	2157.39	621	0	5
2024.03.20	08:15:00	2157.38	2157.92	2156.63	2157.74	435	0	5
2024.03.20	08:30:00	2157.74	2158.31	2157.39	2158.13	597	0	5
2024.03.20	08:45:00	2158.13	2158.28	2157.23	2157.46	486	0	5
2024.03.20	09:00:00	2157.45	2157.99	2156.94	2157.86	560	0	5
2024.03.20	09:15:00	2157.86	2158.25	2156.48	2156.58	765	0	5
2024.03.20	09:30:00	2156.59	2157.31	2156.49	2156.98	723	0	5
2024.03.20	09:45:00	2156.98	2157.67	2156.79	2157.03	593	0	5
2024.03.20	10:00:00	2157.03	2158.46	2156.90	2157.67	969	0	5
2024.03.20	10:15:00	2157.67	2159.06	2157.39	2159.05	787	0	5
2024.03.20	10:30:00	2159.05	2159.53	2157.72	2157.93	1075	0	5
2024.03.20	10:45:00	2157.94	2158.58	2157.00	2158.29	820	0	5
2024.03.20	11:00:00	2158.21	2158.41	2154.87	2155.05	1334	0	5
2024.03.20	11:15:00	2155.04	2156.97	2154.57	2156.36	956	0	5
2024.03.20	11:30:00	2156.37	2156.89	2155.88	2155.96	917	0	5
2024.03.20	11:45:00	2155.96	2156.20	2155.11	2156.19	889	0	5
2024.03.20	12:00:00	2156.19	2156.19	2154.78	2154.87	1039	0	5
2024.03.20	12:15:00	2154.87	2155.63	2154.48	2155.59	1008	0	5
2024.03.20	12:30:00	2155.59	2155.97	2155.21	2155.61	627	0	5
2024.03.20	12:45:00	2155.61	2155.79	2153.17	2154.73	833	0	5
2024.03.20	13:00:00	2154.73	2154.95	2153.66	2154.50	1121	0	5
2024.03.20	13:15:00	2154.50	2154.50	2152.41	2153.49	1131	0	5
2024.03.20	13:30:00	2153.47	2154.49	2153.46	2154.48	1059	0	5
2024.03.20	13:45:00	2154.48	2154.80	2153.81	2154.39	900	0	5
2024.03.20	14:00:00	2154.39	2154.48	2152.81	2153.24	962	0	5
2024.03.20	14:15:00	2153.24	2153.85	2152.31	2153.85	928	0	5
2024.03.20	14:30:00	2153.89	2155.09	2153.19	2154.69	830	0	5
2024.03.20	14:45:00	2154.69	2155.14	2153.85	2153.98	1011	0	5
2024.03.20	15:00:00	2153.99	2155.26	2152.88	2153.19	1344	0	5
2024.03.20	15:15:00	2153.19	2155.17	2152.92	2154.24	1468	0	5
2024.03.20	15:30:00	2154.24	2154.37	2149.81	2149.86	2022	0	5
2024.03.20	15:45:00	2149.87	2153.83	2149.63	2153.19	1626	0	5
2024.03.20	16:00:00	2153.19	2155.95	2152.78	2154.80	1853	0	5
2024.03.20	16:15:00	2154.78	2154.84	2151.19	2151.21	1551	0	5
2024.03.20	16:30:00	2151.21	2155.00	2150.53	2154.28	3141	0	5
2024.03.20	16:45:00	2154.28	2158.69	2154.06	2157.95	2640	0	5
2024.03.20	17:00:00	2157.95	2164.92	2157.49	2163.19	3490	0	5
2024.03.20	17:15:00	2163.20	2164.07	2160.73	2161.10	2282	0	5
2024.03.20	17:30:00	2161.10	2161.10	2157.43	2158.03	2480	0	5
2024.03.20	17:45:00	2158.02	2158.09	2155.66	2157.11	2271	0	5
2024.03.20	18:00:00	2157.13	2158.69	2156.29	2158.26	2268	0	5
2024.03.20	18:15:00	2158.27	2158.57	2156.15	2156.46	1487	0	5
2024.03.20	18:30:00	2156.51	2157.17	2154.69	2155.49	1294	0	5
2024.03.20	18:45:00	2155.49	2156.74	2155.11	2155.90	1245	0	5
2024.03.20	19:00:00	2155.90	2158.43	2155.59	2157.24	1146	0	5
2024.03.20	19:15:00	2157.24	2158.08	2156.53	2157.18	1048	0	5
2024.03.20	19:30:00	2157.10	2158.17	2156.48	2157.59	1360	0	5
2024.03.20	19:45:00	2157.61	2158.72	2156.86	2157.73	1355	0	5
2024.03.20	20:00:00	2157.73	2158.14	2156.95	2157.85	1210	0	5
2024.03.20	20:15:00	2157.83	2158.47	2156.68	2157.95	1292	0	5
2024.03.20	20:30:00	2157.94	2159.00	2157.35	2157.56	1130	0	5
2024.03.20	20:45:00	2157.56	2159.68	2157.13	2157.17	1602	0	0
2024.03.20	21:00:00	2156.86	2175.16	2156.86	2167.90	5145	0	0
2024.03.20	21:15:00	2167.89	2168.98	2163.92	2168.96	3998	0	5
2024.03.20	21:30:00	2168.96	2176.56	2162.37	2174.25	5292	0	5
2024.03.20	21:45:00	2174.47	2183.74	2172.74	2181.90	4875	0	5
2024.03.20	22:00:00	2182.11	2185.73	2178.53	2181.45	4297	0	1
2024.03.20	22:15:00	2181.45	2188.84	2180.55	2188.15	3657	0	5
2024.03.20	22:30:00	2188.08	2188.17	2182.29	2182.61	2675	0	5
2024.03.20	22:45:00	2182.61	2183.82	2180.89	2182.92	1765	0	5
2024.03.20	23:00:00	2182.86	2184.73	2182.86	2183.70	1040	0	4
2024.03.20	23:15:00	2183.69	2187.26	2183.29	2186.10	1127	0	0
2024.03.20	23:30:00	2186.10	2186.45	2185.52	2186.00	764	0	4
2024.03.20	23:45:00	2185.96	2186.31	2185.20	2186.24	769	0	0
2024.03.21	01:00:00	2186.76	2193.67	2186.60	2193.33	1083	0	5
2024.03.21	01:15:00	2193.31	2223.08	2193.00	2208.35	3702	0	0
2024.03.21	01:30:00	2208.55	2208.65	2195.52	2196.41	2333	0	5
2024.03.21	01:45:00	2196.36	2205.04	2193.64	2200.91	1591	0	5
2024.03.21	02:00:00	2200.91	2204.54	2196.50	2204.26	1405	0	5
2024.03.21	02:15:00	2204.25	2206.36	2200.77	2203.34	1449	0	5
2024.03.21	02:30:00	2203.35	2206.28	2202.09	2205.27	1245	0	5
2024.03.21	02:45:00	2205.17	2206.11	2203.36	2203.99	1402	0	5
2024.03.21	03:00:00	2203.99	2204.05	2200.43	2203.18	1701	0	5
2024.03.21	03:15:00	2203.18	2203.55	2196.07	2196.93	1915	0	5
2024.03.21	03:30:00	2196.93	2198.81	2192.49	2194.14	2071	0	5
2024.03.21	03:45:00	2194.14	2199.61	2193.69	2199.03	2085	0	5
2024.03.21	04:00:00	2199.03	2212.50	2198.02	2209.04	3843	0	4
2024.03.21	04:15:00	2209.01	2209.72	2203.09	2203.31	2390	0	3
2024.03.21	04:30:00	2203.28	2204.69	2201.49	2203.92	1985	0	5
2024.03.21	04:45:00	2203.91	2205.49	2202.55	2204.88	1943	0	5
2024.03.21	05:00:00	2204.88	2206.40	2204.51	2205.61	1432	0	5
2024.03.21	05:15:00	2205.60	2205.62	2203.89	2204.40	1074	0	5
2024.03.21	05:30:00	2204.38	2205.05	2202.69	2202.95	1225	0	5
2024.03.21	05:45:00	2202.95	2204.96	2202.79	2203.45	1335	0	5
2024.03.21	06:00:00	2203.45	2205.04	2203.36	2203.88	960	0	5
2024.03.21	06:15:00	2203.88	2204.95	2203.69	2203.95	892	0	5
2024.03.21	06:30:00	2203.95	2203.99	2202.60	2202.97	652	0	5
2024.03.21	06:45:00	2202.97	2203.13	2201.79	2202.83	695	0	5
2024.03.21	07:00:00	2202.82	2203.30	2201.88	2202.95	502	0	5
2024.03.21	07:15:00	2202.98	2204.13	2202.60	2203.65	566	0	5
2024.03.21	07:30:00	2203.67	2204.05	2201.86	2202.97	762	0	5
2024.03.21	07:45:00	2202.97	2203.77	2202.74	2203.31	622	0	5
2024.03.21	08:00:00	2203.31	2204.17	2202.76	2203.27	594	0	5
2024.03.21	08:15:00	2203.27	2203.60	2201.88	2202.51	640	0	5
2024.03.21	08:30:00	2202.52	2205.10	2202.34	2204.32	1094	0	5
2024.03.21	08:45:00	2204.30	2205.18	2203.11	2204.93	1020	0	5
2024.03.21	09:00:00	2204.86	2209.57	2204.31	2208.11	1598	0	5
2024.03.21	09:15:00	2208.11	2208.34	2206.51	2206.84	1096	0	5
2024.03.21	09:30:00	2206.84	2206.84	2204.97	2206.32	1079	0	5
2024.03.21	09:45:00	2206.32	2208.76	2205.95	2207.23	1231	0	5
2024.03.21	10:00:00	2207.22	2208.97	2206.64	2207.52	1367	0	5
2024.03.21	10:15:00	2207.51	2210.12	2207.02	2210.02	1470	0	5
2024.03.21	10:30:00	2210.02	2210.24	2207.25	2207.55	1857	0	5
2024.03.21	10:45:00	2207.55	2208.68	2206.44	2206.58	1844	0	5
2024.03.21	11:00:00	2206.58	2206.71	2204.35	2204.56	1985	0	5
2024.03.21	11:15:00	2204.57	2206.51	2203.57	2203.74	2116	0	5
2024.03.21	11:30:00	2203.75	2204.33	2196.89	2198.03	3105	0	5
2024.03.21	11:45:00	2198.04	2201.59	2197.50	2201.56	2462	0	2
2024.03.21	12:00:00	2201.57	2202.90	2199.96	2202.48	2388	0	5
2024.03.21	12:15:00	2202.45	2205.43	2201.94	2204.76	1874	0	5
2024.03.21	12:30:00	2204.74	2205.10	2202.90	2204.96	1850	0	5
2024.03.21	12:45:00	2204.96	2206.07	2204.11	2205.49	1900	0	5
2024.03.21	13:00:00	2205.49	2210.35	2205.26	2209.39	1989	0	3
2024.03.21	13:15:00	2209.39	2211.79	2209.29	2210.95	2033	0	5
2024.03.21	13:30:00	2210.97	2211.72	2207.49	2207.68	1822	0	5
2024.03.21	13:45:00	2207.68	2208.84	2207.08	2207.67	1216	0	5
2024.03.21	14:00:00	2207.69	2208.86	2206.31	2207.62	1519	0	5
2024.03.21	14:15:00	2207.56	2207.75	2205.54	2206.38	1269	0	5
2024.03.21	14:30:00	2206.38	2208.31	2206.22	2206.55	1164	0	5
2024.03.21	14:45:00	2206.55	2207.77	2205.39	2207.57	1509	0	5
2024.03.21	15:00:00	2207.54	2208.78	2206.91	2207.91	2280	0	5
2024.03.21	15:15:00	2207.91	2208.89	2206.32	2207.62	2347	0	5
2024.03.21	15:30:00	2207.62	2208.47	2203.26	2205.59	3363	0	5
2024.03.21	15:45:00	2205.58	2208.55	2204.64	2207.74	2070	0	5
2024.03.21	16:00:00	2207.74	2208.13	2202.71	2204.26	2580	0	5
2024.03.21	16:15:00	2204.26	2204.34	2200.34	2202.08	2829	0	5
2024.03.21	16:30:00	2202.08	2202.28	2197.92	2199.85	3475	0	5
2024.03.21	16:45:00	2199.89	2201.01	2191.74	2191.95	4273	0	5
2024.03.21	17:00:00	2191.86	2191.98	2181.82	2184.33	4460	0	5
2024.03.21	17:15:00	2184.32	2186.59	2176.63	2176.90	4138	0	5
