<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.04.04	07:15:00	1978.82	1979.94	1978.66	1979.72	311	0	0
2023.04.04	07:30:00	1979.69	1980.38	1977.90	1980.34	953	0	0
2023.04.04	07:45:00	1980.41	1980.72	1979.66	1979.77	586	0	5
2023.04.04	08:00:00	1979.76	1980.94	1979.27	1980.02	685	0	0
2023.04.04	08:15:00	1980.02	1980.44	1979.48	1979.69	630	0	2
2023.04.04	08:30:00	1979.67	1980.37	1978.19	1978.23	606	0	4
2023.04.04	08:45:00	1978.23	1979.44	1978.23	1978.87	585	0	0
2023.04.04	09:00:00	1979.02	1980.02	1978.15	1978.71	833	0	0
2023.04.04	09:15:00	1978.72	1979.82	1978.34	1979.82	823	0	0
2023.04.04	09:30:00	1979.82	1981.85	1977.02	1981.70	1086	0	0
2023.04.04	09:45:00	1981.70	1982.40	1981.21	1981.60	1018	0	0
2023.04.04	10:00:00	1981.58	1982.15	1980.56	1981.44	1271	0	0
2023.04.04	10:15:00	1981.44	1981.98	1980.71	1981.29	883	0	0
2023.04.04	10:30:00	1981.29	1981.29	1978.77	1979.74	947	0	0
2023.04.04	10:45:00	1979.70	1983.82	1979.70	1982.18	997	0	0
2023.04.04	11:00:00	1982.20	1983.56	1981.68	1983.31	931	0	0
2023.04.04	11:15:00	1983.32	1984.24	1981.52	1981.74	1041	0	0
2023.04.04	11:30:00	1981.71	1982.45	1980.30	1980.89	999	0	0
2023.04.04	11:45:00	1980.89	1982.01	1980.44	1980.70	707	0	0
2023.04.04	12:00:00	1980.67	1983.28	1980.22	1982.62	854	0	0
2023.04.04	12:15:00	1982.66	1983.58	1981.92	1982.86	885	0	0
2023.04.04	12:30:00	1982.86	1983.91	1981.93	1982.72	729	0	0
2023.04.04	12:45:00	1982.72	1983.13	1982.34	1983.03	561	0	0
2023.04.04	13:00:00	1983.02	1983.05	1981.38	1982.20	726	0	0
2023.04.04	13:15:00	1982.18	1984.34	1981.48	1983.97	685	0	3
2023.04.04	13:30:00	1983.98	1984.24	1981.88	1982.26	692	0	0
2023.04.04	13:45:00	1982.26	1982.99	1981.42	1982.18	587	0	0
2023.04.04	14:00:00	1982.18	1982.46	1980.64	1980.93	817	0	0
2023.04.04	14:15:00	1980.91	1981.09	1978.52	1980.65	860	0	2
2023.04.04	14:30:00	1980.59	1981.75	1979.68	1981.62	847	0	0
2023.04.04	14:45:00	1981.63	1982.51	1981.07	1982.02	783	0	0
2023.04.04	15:00:00	1982.02	1984.44	1981.53	1984.26	1050	0	0
2023.04.04	15:15:00	1984.23	1985.63	1981.67	1982.30	1398	0	0
2023.04.04	15:30:00	1982.36	1985.30	1982.18	1984.59	1527	0	0
2023.04.04	15:45:00	1984.59	1985.03	1982.41	1983.69	1507	0	0
2023.04.04	16:00:00	1983.70	1986.14	1983.46	1985.73	1359	0	0
2023.04.04	16:15:00	1985.72	1988.07	1984.76	1987.37	1288	0	0
2023.04.04	16:30:00	1987.17	1992.83	1986.78	1992.19	2096	0	0
2023.04.04	16:45:00	1992.19	1993.27	1990.62	1992.69	1979	0	0
2023.04.04	17:00:00	1992.56	2016.49	1992.56	2016.48	3106	0	0
2023.04.04	17:15:00	2016.42	2024.95	2015.26	2021.65	2958	0	0
2023.04.04	17:30:00	2021.78	2021.99	2018.05	2020.18	2430	0	0
2023.04.04	17:45:00	2020.17	2022.50	2015.89	2016.12	2404	0	0
2023.04.04	18:00:00	2016.55	2022.12	2016.55	2021.72	2084	0	0
2023.04.04	18:15:00	2021.72	2023.12	2015.64	2017.97	2072	0	0
2023.04.04	18:30:00	2017.96	2021.50	2017.96	2020.87	1791	0	0
2023.04.04	18:45:00	2020.87	2022.46	2018.96	2020.25	1624	0	0
2023.04.04	19:00:00	2020.28	2024.91	2019.65	2024.49	1844	0	0
2023.04.04	19:15:00	2024.69	2024.96	2020.89	2021.22	1473	0	0
2023.04.04	19:30:00	2021.24	2022.96	2019.98	2020.40	1443	0	0
2023.04.04	19:45:00	2020.42	2021.76	2019.80	2020.83	1261	0	0
2023.04.04	20:00:00	2020.83	2020.96	2018.39	2019.76	1160	0	0
2023.04.04	20:15:00	2019.82	2020.70	2018.96	2019.99	1287	0	0
2023.04.04	20:30:00	2019.52	2020.50	2018.40	2018.60	1039	0	0
2023.04.04	20:45:00	2018.62	2019.37	2017.84	2018.34	1026	0	0
2023.04.04	21:00:00	2018.22	2019.86	2017.99	2018.00	823	0	0
2023.04.04	21:15:00	2017.99	2020.59	2017.85	2019.62	703	0	3
2023.04.04	21:30:00	2019.56	2021.12	2019.56	2021.03	779	0	5
2023.04.04	21:45:00	2021.01	2021.53	2020.37	2021.24	747	0	0
2023.04.04	22:00:00	2021.26	2022.37	2021.26	2021.45	703	0	0
2023.04.04	22:15:00	2021.45	2021.79	2020.32	2021.59	727	0	3
2023.04.04	22:30:00	2021.59	2022.36	2020.51	2021.98	761	0	0
2023.04.04	22:45:00	2021.92	2022.42	2021.43	2021.81	997	0	3
2023.04.04	23:00:00	2021.91	2022.01	2021.06	2021.10	542	0	5
2023.04.04	23:15:00	2021.10	2021.55	2020.78	2021.42	252	0	4
2023.04.04	23:30:00	2021.42	2021.50	2020.77	2020.97	287	0	0
2023.04.04	23:45:00	2020.89	2021.17	2020.11	2020.53	305	0	6
2023.04.05	01:00:00	2021.52	2021.52	2019.82	2020.50	390	0	0
2023.04.05	01:15:00	2020.50	2021.57	2019.76	2021.30	317	0	0
2023.04.05	01:30:00	2021.18	2021.20	2020.26	2021.02	262	0	0
2023.04.05	01:45:00	2021.02	2021.20	2020.60	2020.60	145	0	4
2023.04.05	02:00:00	2020.60	2022.20	2020.60	2021.74	321	0	3
2023.04.05	02:15:00	2021.74	2023.39	2021.74	2023.31	374	0	0
2023.04.05	02:30:00	2023.32	2023.62	2021.81	2022.10	328	0	1
2023.04.05	02:45:00	2022.10	2022.94	2021.26	2021.86	341	0	0
2023.04.05	03:00:00	2021.80	2022.51	2021.12	2021.36	625	0	1
2023.04.05	03:15:00	2021.38	2022.36	2021.36	2021.36	495	0	0
2023.04.05	03:30:00	2021.36	2021.68	2020.42	2020.52	640	0	0
