<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.06.03	23:00:00	2347.73	2351.05	2347.00	2350.44	3679	0	5
2024.06.04	01:00:00	2350.78	2352.18	2350.20	2350.88	2335	0	5
2024.06.04	02:00:00	2350.88	2351.22	2349.79	2350.64	3409	0	5
2024.06.04	03:00:00	2350.65	2352.86	2350.20	2350.65	7528	0	5
2024.06.04	04:00:00	2350.65	2352.36	2343.21	2347.14	18739	0	5
2024.06.04	05:00:00	2347.14	2349.71	2345.69	2346.93	12617	0	5
2024.06.04	06:00:00	2346.92	2347.05	2344.19	2345.72	9529	0	5
2024.06.04	07:00:00	2345.72	2349.94	2345.05	2349.40	5795	0	5
2024.06.04	08:00:00	2349.40	2349.66	2347.28	2347.80	10057	0	5
2024.06.04	09:00:00	2347.81	2351.89	2344.29	2344.50	17239	0	5
2024.06.04	10:00:00	2344.51	2345.19	2339.16	2339.77	16891	0	5
2024.06.04	11:00:00	2339.77	2339.82	2332.32	2333.40	22398	0	5
2024.06.04	12:00:00	2333.40	2334.28	2326.78	2329.97	22866	0	5
2024.06.04	13:00:00	2329.97	2334.96	2328.89	2329.24	16900	0	5
2024.06.04	14:00:00	2329.24	2329.85	2325.39	2328.03	17302	0	5
2024.06.04	15:00:00	2328.03	2336.03	2326.74	2335.17	26971	0	5
2024.06.04	16:00:00	2335.17	2338.02	2322.17	2324.32	47740	0	5
2024.06.04	17:00:00	2324.32	2332.47	2315.65	2317.66	66332	0	5
2024.06.04	18:00:00	2317.66	2328.87	2317.47	2326.13	33040	0	5
2024.06.04	19:00:00	2326.12	2329.75	2322.58	2323.99	20958	0	5
2024.06.04	20:00:00	2323.99	2330.42	2323.82	2328.84	18301	0	5
2024.06.04	21:00:00	2328.84	2329.83	2326.16	2328.31	10376	0	5
2024.06.04	22:00:00	2328.31	2328.43	2326.04	2327.31	7460	0	5
2024.06.04	23:00:00	2327.31	2327.73	2326.07	2326.79	2592	0	5
2024.06.05	01:00:00	2326.54	2328.36	2326.54	2327.85	1464	0	5
2024.06.05	02:00:00	2327.85	2329.00	2327.61	2328.88	3099	0	5
2024.06.05	03:00:00	2328.88	2329.75	2327.78	2328.24	7564	0	5
2024.06.05	04:00:00	2328.24	2330.95	2325.91	2330.54	16321	0	5
2024.06.05	05:00:00	2330.54	2333.56	2329.97	2333.43	12381	0	5
2024.06.05	06:00:00	2333.43	2337.97	2333.08	2337.20	10364	0	5
2024.06.05	07:00:00	2337.20	2338.27	2335.90	2338.07	5998	0	5
2024.06.05	08:00:00	2338.07	2341.73	2337.39	2337.39	12147	0	5
2024.06.05	09:00:00	2337.39	2338.48	2328.12	2332.78	16720	0	5
2024.06.05	10:00:00	2332.78	2333.81	2329.19	2331.61	15643	0	5
2024.06.05	11:00:00	2331.61	2335.15	2331.35	2332.68	12802	0	5
2024.06.05	12:00:00	2332.68	2333.88	2331.04	2332.37	11843	0	5
2024.06.05	13:00:00	2332.37	2335.72	2329.47	2333.85	13164	0	5
2024.06.05	14:00:00	2333.85	2335.65	2331.07	2332.56	10262	0	5
2024.06.05	15:00:00	2332.56	2344.14	2332.18	2342.24	30262	0	5
2024.06.05	16:00:00	2342.23	2345.99	2338.19	2345.52	39801	0	5
2024.06.05	17:00:00	2345.52	2350.35	2334.06	2349.06	60761	0	5
2024.06.05	18:00:00	2349.07	2357.45	2349.07	2353.75	33658	0	5
2024.06.05	19:00:00	2353.75	2355.03	2351.41	2352.68	16824	0	5
2024.06.05	20:00:00	2352.69	2355.77	2351.71	2355.14	10638	0	5
2024.06.05	21:00:00	2355.14	2356.82	2353.53	2355.87	8164	0	5
2024.06.05	22:00:00	2355.87	2356.16	2352.71	2354.07	7223	0	5
2024.06.05	23:00:00	2354.07	2355.23	2352.88	2355.13	4029	0	5
2024.06.06	01:00:00	2356.17	2357.79	2355.18	2356.98	2874	0	5
2024.06.06	02:00:00	2356.98	2357.60	2354.86	2355.11	3082	0	5
2024.06.06	03:00:00	2355.11	2356.03	2354.55	2355.72	5674	0	5
2024.06.06	04:00:00	2355.71	2373.35	2355.60	2367.49	33035	0	5
2024.06.06	05:00:00	2367.49	2374.77	2365.17	2374.36	17636	0	5
2024.06.06	06:00:00	2374.36	2375.02	2367.69	2368.51	12811	0	5
2024.06.06	07:00:00	2368.51	2370.58	2366.96	2369.49	6469	0	5
2024.06.06	08:00:00	2369.49	2371.44	2366.39	2367.80	11120	0	5
2024.06.06	09:00:00	2367.80	2368.00	2363.17	2367.17	14669	0	5
2024.06.06	10:00:00	2367.17	2368.42	2362.24	2362.94	11789	0	5
2024.06.06	11:00:00	2362.94	2363.25	2359.82	2362.94	10304	0	5
2024.06.06	12:00:00	2362.94	2363.95	2358.59	2361.62	10273	0	5
2024.06.06	13:00:00	2361.62	2362.05	2359.53	2361.11	7523	0	5
2024.06.06	14:00:00	2361.14	2362.07	2359.23	2359.84	8495	0	5
2024.06.06	15:00:00	2359.84	2365.34	2355.26	2357.62	37720	0	5
2024.06.06	16:00:00	2357.62	2367.09	2353.49	2360.62	55572	0	5
2024.06.06	17:00:00	2360.62	2366.39	2358.47	2364.29	37375	0	5
2024.06.06	18:00:00	2364.29	2378.55	2364.12	2374.20	35940	0	5
2024.06.06	19:00:00	2374.21	2377.00	2370.39	2372.92	24066	0	5
2024.06.06	20:00:00	2372.92	2374.06	2370.73	2373.16	12587	0	5
2024.06.06	21:00:00	2373.16	2373.74	2369.00	2372.13	14179	0	5
2024.06.06	22:00:00	2372.15	2375.43	2371.21	2372.54	11365	0	5
2024.06.06	23:00:00	2372.54	2376.05	2372.33	2375.68	3659	0	5
2024.06.07	01:00:00	2375.82	2377.20	2375.65	2377.06	1405	0	5
2024.06.07	02:00:00	2377.06	2378.27	2376.33	2376.95	2647	0	5
2024.06.07	03:00:00	2376.95	2379.26	2376.10	2378.44	7945	0	5
2024.06.07	04:00:00	2378.44	2380.07	2370.24	2371.07	21717	0	5
2024.06.07	05:00:00	2371.09	2378.30	2369.46	2376.67	15953	0	5
2024.06.07	06:00:00	2376.67	2382.05	2375.16	2380.17	12038	0	5
2024.06.07	07:00:00	2380.17	2387.52	2379.31	2386.68	8060	0	5
2024.06.07	08:00:00	2386.68	2387.72	2375.00	2375.94	17702	0	5
2024.06.07	09:00:00	2375.94	2377.85	2372.96	2375.47	18424	0	5
2024.06.07	10:00:00	2375.47	2379.42	2372.86	2373.61	13001	0	5
2024.06.07	11:00:00	2373.61	2373.98	2342.57	2347.34	41379	0	5
2024.06.07	12:00:00	2347.34	2348.06	2337.46	2339.37	21975	0	5
2024.06.07	13:00:00	2339.37	2339.37	2332.03	2333.72	16784	0	5
2024.06.07	14:00:00	2333.72	2339.40	2330.99	2336.72	19878	0	5
2024.06.07	15:00:00	2336.68	2339.44	2313.48	2319.39	63713	0	5
2024.06.07	16:00:00	2319.39	2328.13	2305.02	2309.54	64347	0	5
2024.06.07	17:00:00	2309.54	2321.13	2307.66	2313.42	50520	0	5
2024.06.07	18:00:00	2313.44	2315.62	2304.51	2305.06	32749	0	5
2024.06.07	19:00:00	2305.06	2314.57	2303.02	2311.69	24333	0	5
2024.06.07	20:00:00	2311.69	2312.41	2303.76	2305.50	17941	0	5
2024.06.07	21:00:00	2305.51	2307.20	2299.95	2301.54	13630	0	5
2024.06.07	22:00:00	2301.54	2301.55	2287.66	2288.35	18246	0	5
2024.06.07	23:00:00	2288.35	2294.35	2286.82	2293.38	7136	0	5
2024.06.10	01:00:00	2294.62	2298.52	2289.27	2297.50	5556	0	5
2024.06.10	02:00:00	2297.50	2300.15	2296.66	2298.58	5445	0	5
2024.06.10	03:00:00	2298.59	2299.85	2294.21	2297.09	9437	0	5
2024.06.10	04:00:00	2297.09	2297.98	2293.97	2297.63	8592	0	5
2024.06.10	05:00:00	2297.63	2301.48	2295.56	2296.26	9669	0	5
2024.06.10	06:00:00	2296.26	2297.79	2294.92	2295.36	6956	0	5
2024.06.10	07:00:00	2295.36	2295.85	2292.78	2294.87	7292	0	5
2024.06.10	08:00:00	2294.87	2297.37	2292.16	2295.73	9221	0	5
2024.06.10	09:00:00	2295.73	2296.57	2287.76	2291.28	16239	0	5
2024.06.10	10:00:00	2291.28	2297.30	2290.51	2296.60	18211	0	5
2024.06.10	11:00:00	2296.60	2297.62	2292.51	2292.68	12975	0	5
2024.06.10	12:00:00	2292.68	2297.53	2291.93	2295.40	11478	0	5
2024.06.10	13:00:00	2295.43	2298.86	2295.36	2298.58	9711	0	5
2024.06.10	14:00:00	2298.58	2305.39	2297.92	2305.11	12906	0	5
2024.06.10	15:00:00	2305.12	2308.74	2303.23	2306.23	23517	0	5
2024.06.10	16:00:00	2306.23	2307.86	2300.37	2305.69	28710	0	5
2024.06.10	17:00:00	2305.69	2307.31	2301.86	2302.75	25762	0	5
2024.06.10	18:00:00	2302.75	2308.68	2301.40	2307.43	18098	0	5
2024.06.10	19:00:00	2307.42	2313.84	2307.02	2312.98	16018	0	5
2024.06.10	20:00:00	2312.98	2313.42	2309.13	2311.93	10039	0	5
2024.06.10	21:00:00	2311.93	2312.05	2309.97	2310.99	6592	0	5
2024.06.10	22:00:00	2310.99	2312.31	2308.67	2308.82	6662	0	5
2024.06.10	23:00:00	2308.82	2310.97	2308.55	2310.86	2688	0	5
2024.06.11	01:00:00	2311.81	2312.44	2309.82	2309.85	2230	0	5
2024.06.11	02:00:00	2309.84	2310.60	2308.78	2309.91	2613	0	5
2024.06.11	03:00:00	2309.92	2311.98	2309.10	2310.86	5597	0	5
2024.06.11	04:00:00	2310.86	2310.86	2301.66	2302.91	27567	0	5
2024.06.11	05:00:00	2302.91	2303.73	2298.82	2301.95	19825	0	5
2024.06.11	06:00:00	2301.94	2304.46	2300.82	2303.68	10168	0	5
2024.06.11	07:00:00	2303.68	2303.98	2301.55	2303.63	4862	0	5
2024.06.11	08:00:00	2303.63	2304.49	2297.76	2299.57	11905	0	5
2024.06.11	09:00:00	2299.62	2304.67	2298.73	2302.13	12822	0	5
2024.06.11	10:00:00	2302.13	2305.46	2301.72	2304.59	12367	0	5
2024.06.11	11:00:00	2304.59	2307.77	2303.24	2306.02	12433	0	5
2024.06.11	12:00:00	2306.02	2307.41	2301.58	2306.46	12042	0	5
2024.06.11	13:00:00	2306.49	2308.93	2305.29	2307.94	10137	0	5
2024.06.11	14:00:00	2307.94	2308.31	2305.52	2307.64	10549	0	5
2024.06.11	15:00:00	2307.64	2319.99	2307.63	2317.99	26188	0	5
2024.06.11	16:00:00	2317.99	2319.61	2309.29	2314.70	45898	0	5
2024.06.11	17:00:00	2314.70	2317.86	2312.45	2314.81	30515	0	5
2024.06.11	18:00:00	2314.81	2316.02	2309.99	2310.19	21279	0	5
2024.06.11	19:00:00	2310.19	2312.45	2305.82	2308.61	15267	0	5
2024.06.11	20:00:00	2308.61	2313.52	2307.96	2312.86	13695	0	5
2024.06.11	21:00:00	2312.86	2315.75	2312.19	2313.86	7762	0	5
2024.06.11	22:00:00	2313.86	2315.75	2312.56	2315.37	6118	0	5
2024.06.11	23:00:00	2315.40	2316.97	2314.82	2316.73	2871	0	5
2024.06.12	01:00:00	2317.06	2317.70	2315.15	2316.96	2833	0	5
2024.06.12	02:00:00	2316.96	2317.52	2314.02	2315.20	4262	0	5
2024.06.12	03:00:00	2315.21	2315.68	2313.48	2313.81	5147	0	5
2024.06.12	04:00:00	2313.81	2315.19	2310.80	2314.51	16375	0	5
2024.06.12	05:00:00	2314.49	2315.60	2310.70	2313.68	12516	0	5
2024.06.12	06:00:00	2313.67	2316.76	2313.66	2314.01	5917	0	5
2024.06.12	07:00:00	2314.01	2314.40	2312.48	2312.74	3976	0	5
2024.06.12	08:00:00	2312.74	2315.41	2312.46	2315.04	7071	0	5
2024.06.12	09:00:00	2315.04	2317.81	2313.80	2314.87	12385	0	5
2024.06.12	10:00:00	2314.88	2315.47	2311.22	2314.62	8917	0	5
2024.06.12	11:00:00	2314.62	2315.81	2310.87	2312.83	8764	0	5
2024.06.12	12:00:00	2312.83	2315.47	2312.25	2314.10	9717	0	5
2024.06.12	13:00:00	2314.10	2314.80	2312.32	2313.55	7441	0	5
2024.06.12	14:00:00	2313.54	2314.82	2312.26	2312.97	12611	0	5
2024.06.12	15:00:00	2312.97	2337.74	2311.64	2336.01	53235	0	5
2024.06.12	16:00:00	2336.01	2341.67	2325.01	2329.86	73649	0	5
2024.06.12	17:00:00	2329.86	2329.96	2320.13	2325.40	43594	0	5
2024.06.12	18:00:00	2325.40	2337.20	2324.71	2335.65	35647	0	5
2024.06.12	19:00:00	2335.65	2338.26	2333.23	2337.73	22293	0	5
2024.06.12	20:00:00	2337.73	2339.61	2332.91	2334.99	16731	0	5
2024.06.12	21:00:00	2334.98	2335.03	2319.47	2322.79	76988	0	5
2024.06.12	22:00:00	2322.80	2324.70	2315.89	2321.34	25374	0	5
2024.06.12	23:00:00	2321.34	2324.88	2320.38	2324.88	5060	0	5
2024.06.13	01:00:00	2324.96	2325.59	2321.73	2322.01	2656	0	5
2024.06.13	02:00:00	2322.01	2322.44	2320.29	2320.64	3651	0	5
2024.06.13	03:00:00	2320.64	2322.99	2317.58	2320.80	8165	0	5
2024.06.13	04:00:00	2320.80	2321.59	2308.17	2312.75	31673	0	5
2024.06.13	05:00:00	2312.75	2316.15	2310.69	2314.20	12441	0	5
2024.06.13	06:00:00	2314.20	2316.38	2312.65	2314.29	9284	0	5
2024.06.13	07:00:00	2314.29	2314.89	2309.36	2311.88	7089	0	5
2024.06.13	08:00:00	2311.89	2312.31	2309.06	2311.66	10363	0	5
2024.06.13	09:00:00	2311.68	2316.17	2311.24	2315.70	14727	0	5
2024.06.13	10:00:00	2315.70	2318.61	2313.33	2317.11	15145	0	5
2024.06.13	11:00:00	2317.11	2317.30	2314.02	2315.63	10633	0	5
2024.06.13	12:00:00	2315.63	2318.54	2313.48	2315.56	9816	0	5
2024.06.13	13:00:00	2315.56	2320.08	2315.35	2316.39	10047	0	5
2024.06.13	14:00:00	2316.39	2316.74	2303.96	2307.07	19599	0	5
2024.06.13	15:00:00	2307.07	2326.76	2305.60	2323.43	52683	0	5
2024.06.13	16:00:00	2323.43	2324.77	2308.40	2310.74	48889	0	5
2024.06.13	17:00:00	2310.76	2314.51	2305.72	2313.65	42920	0	5
2024.06.13	18:00:00	2313.65	2317.08	2297.82	2299.02	42674	0	5
2024.06.13	19:00:00	2299.02	2300.42	2295.55	2299.32	27855	0	5
2024.06.13	20:00:00	2299.32	2304.49	2299.09	2301.48	15472	0	5
2024.06.13	21:00:00	2301.48	2304.02	2300.14	2303.06	7075	0	5
2024.06.13	22:00:00	2303.06	2304.99	2302.78	2303.43	6141	0	5
2024.06.13	23:00:00	2303.43	2304.37	2303.01	2303.85	1721	0	5
2024.06.14	01:00:00	2303.91	2304.18	2302.95	2303.01	1587	0	5
2024.06.14	02:00:00	2303.01	2303.29	2301.73	2302.33	2248	0	5
2024.06.14	03:00:00	2302.33	2305.76	2301.56	2304.96	6782	0	5
2024.06.14	04:00:00	2304.97	2307.22	2303.10	2306.08	15884	0	5
2024.06.14	05:00:00	2306.08	2307.11	2304.25	2306.73	10714	0	5
2024.06.14	06:00:00	2306.73	2308.71	2305.01	2305.56	15159	0	5
2024.06.14	07:00:00	2305.56	2306.19	2303.56	2305.99	7569	0	5
2024.06.14	08:00:00	2305.99	2311.65	2305.58	2309.89	12407	0	5
2024.06.14	09:00:00	2309.89	2312.99	2307.46	2312.99	17288	0	5
2024.06.14	10:00:00	2312.98	2316.73	2309.40	2315.38	13456	0	5
2024.06.14	11:00:00	2315.39	2321.70	2314.89	2317.43	13476	0	5
2024.06.14	12:00:00	2317.45	2322.78	2315.26	2322.67	12594	0	5
2024.06.14	13:00:00	2322.67	2332.72	2321.01	2330.62	20249	0	5
2024.06.14	14:00:00	2330.59	2336.69	2326.06	2332.00	21404	0	5
2024.06.14	15:00:00	2332.00	2333.46	2327.30	2330.38	29195	0	5
2024.06.14	16:00:00	2330.38	2332.96	2324.21	2330.28	37159	0	5
2024.06.14	17:00:00	2330.28	2335.51	2327.97	2330.15	37407	0	5
2024.06.14	18:00:00	2330.17	2332.27	2324.07	2326.14	21870	0	5
2024.06.14	19:00:00	2326.17	2331.92	2325.46	2328.84	18502	0	5
2024.06.14	20:00:00	2328.88	2335.62	2328.54	2334.20	13026	0	5
2024.06.14	21:00:00	2334.20	2335.18	2332.25	2334.75	6918	0	5
2024.06.14	22:00:00	2334.75	2335.48	2332.21	2332.51	7835	0	5
2024.06.14	23:00:00	2332.51	2333.01	2331.04	2332.60	3092	0	5
2024.06.17	01:00:00	2331.37	2332.87	2327.62	2328.84	3288	0	5
2024.06.17	02:00:00	2328.84	2329.69	2327.44	2329.04	3317	0	5
2024.06.17	03:00:00	2329.04	2329.04	2325.26	2326.43	8215	0	5
2024.06.17	04:00:00	2326.43	2328.98	2322.76	2326.34	17753	0	5
2024.06.17	05:00:00	2326.34	2326.34	2321.57	2322.66	11281	0	5
2024.06.17	06:00:00	2322.66	2325.25	2321.72	2324.46	8405	0	5
2024.06.17	07:00:00	2324.46	2326.25	2322.69	2323.70	4748	0	5
2024.06.17	08:00:00	2323.70	2323.70	2317.87	2318.64	11169	0	5
2024.06.17	09:00:00	2318.64	2319.32	2315.52	2317.45	14482	0	5
2024.06.17	10:00:00	2317.45	2320.16	2315.62	2317.00	12235	0	5
2024.06.17	11:00:00	2317.00	2322.32	2316.45	2321.39	11263	0	5
2024.06.17	12:00:00	2321.39	2322.72	2319.30	2320.10	9020	0	5
2024.06.17	13:00:00	2320.13	2322.59	2319.59	2320.56	7070	0	5
2024.06.17	14:00:00	2320.56	2321.97	2317.68	2318.21	10260	0	5
2024.06.17	15:00:00	2318.21	2321.17	2316.86	2319.65	17024	0	5
2024.06.17	16:00:00	2319.64	2326.35	2318.73	2321.01	26991	0	5
2024.06.17	17:00:00	2321.01	2327.69	2318.36	2324.53	22817	0	5
2024.06.17	18:00:00	2324.53	2325.61	2310.05	2312.65	23925	0	5
2024.06.17	19:00:00	2312.65	2317.15	2312.65	2317.01	14774	0	5
2024.06.17	20:00:00	2317.01	2318.46	2313.35	2316.80	10685	0	5
2024.06.17	21:00:00	2316.80	2319.33	2316.28	2317.95	8802	0	5
2024.06.17	22:00:00	2317.93	2320.66	2317.92	2320.22	7446	0	5
2024.06.17	23:00:00	2320.22	2320.82	2318.55	2318.96	2472	0	5
2024.06.18	01:00:00	2318.93	2321.20	2318.93	2321.09	1345	0	5
2024.06.18	02:00:00	2321.09	2321.27	2319.25	2320.77	2867	0	5
2024.06.18	03:00:00	2320.76	2325.59	2320.76	2324.17	7967	0	5
2024.06.18	04:00:00	2324.20	2325.47	2319.28	2322.55	15403	0	5
2024.06.18	05:00:00	2322.55	2325.71	2321.60	2324.41	10820	0	5
2024.06.18	06:00:00	2324.41	2325.13	2323.23	2324.48	6696	0	5
2024.06.18	07:00:00	2324.47	2324.87	2321.90	2322.57	5919	0	5
2024.06.18	08:00:00	2322.56	2323.81	2319.49	2322.24	9678	0	5
2024.06.18	09:00:00	2322.24	2322.76	2318.81	2320.13	10059	0	5
2024.06.18	10:00:00	2320.10	2320.18	2315.07	2315.53	10242	0	5
2024.06.18	11:00:00	2315.53	2315.53	2310.70	2311.37	12535	0	5
2024.06.18	12:00:00	2311.37	2314.32	2310.94	2311.15	10521	0	5
2024.06.18	13:00:00	2311.15	2312.45	2306.62	2308.36	9440	0	5
2024.06.18	14:00:00	2308.36	2314.21	2306.74	2313.48	10338	0	5
2024.06.18	15:00:00	2313.46	2324.25	2311.53	2313.97	31106	0	5
2024.06.18	16:00:00	2313.97	2327.83	2313.73	2326.79	44766	0	5
2024.06.18	17:00:00	2326.82	2327.17	2322.25	2323.67	27967	0	5
2024.06.18	18:00:00	2323.67	2329.85	2318.77	2326.90	23571	0	5
2024.06.18	19:00:00	2326.94	2330.78	2326.48	2330.29	11945	0	5
2024.06.18	20:00:00	2330.29	2333.17	2328.32	2329.73	11765	0	5
2024.06.18	21:00:00	2329.72	2331.53	2327.47	2331.33	7780	0	5
2024.06.18	22:00:00	2331.33	2331.33	2328.54	2329.37	5090	0	5
2024.06.18	23:00:00	2329.40	2330.67	2328.88	2329.34	1461	0	5
2024.06.19	01:00:00	2329.02	2330.32	2327.55	2328.31	1837	0	5
2024.06.19	02:00:00	2328.31	2329.61	2327.95	2328.34	1816	0	5
2024.06.19	03:00:00	2328.36	2330.02	2328.04	2329.54	4575	0	5
2024.06.19	04:00:00	2329.54	2331.00	2326.54	2330.18	9973	0	5
2024.06.19	05:00:00	2330.19	2331.32	2328.92	2330.32	6150	0	5
2024.06.19	06:00:00	2330.31	2331.79	2328.04	2328.34	4820	0	5
2024.06.19	07:00:00	2328.34	2328.50	2327.26	2328.03	3346	0	5
2024.06.19	08:00:00	2328.02	2330.11	2326.86	2329.34	5800	0	5
2024.06.19	09:00:00	2329.36	2330.79	2328.49	2330.27	8837	0	5
2024.06.19	10:00:00	2330.27	2332.73	2329.85	2331.90	9723	0	5
2024.06.19	11:00:00	2331.90	2335.01	2331.90	2332.57	7312	0	5
2024.06.19	12:00:00	2332.57	2332.79	2327.72	2328.19	7831	0	5
2024.06.19	13:00:00	2328.19	2329.91	2327.48	2328.00	6456	0	5
2024.06.19	14:00:00	2328.00	2331.06	2325.88	2330.47	8008	0	5
2024.06.19	15:00:00	2330.47	2332.92	2325.32	2328.42	11670	0	5
2024.06.19	16:00:00	2328.43	2331.49	2326.86	2328.23	13509	0	5
2024.06.19	17:00:00	2328.23	2328.45	2323.78	2326.17	13574	0	5
2024.06.19	18:00:00	2326.17	2329.88	2325.29	2329.88	7978	0	5
2024.06.19	19:00:00	2329.87	2331.40	2328.90	2329.43	5195	0	5
2024.06.19	20:00:00	2329.43	2331.05	2329.27	2330.07	2856	0	5
2024.06.19	21:00:00	2330.06	2330.17	2328.11	2328.24	1728	0	5
2024.06.20	01:00:00	2328.80	2330.86	2328.56	2330.46	2391	0	5
2024.06.20	02:00:00	2330.46	2330.46	2328.70	2329.43	2084	0	5
2024.06.20	03:00:00	2329.43	2329.84	2327.75	2329.74	4760	0	5
2024.06.20	04:00:00	2329.74	2339.04	2329.74	2336.37	22708	0	5
2024.06.20	05:00:00	2336.35	2337.46	2332.86	2333.87	11850	0	5
2024.06.20	06:00:00	2333.87	2334.46	2332.42	2333.99	7863	0	5
2024.06.20	07:00:00	2333.99	2340.95	2333.85	2340.46	9617	0	5
2024.06.20	08:00:00	2340.46	2344.93	2339.77	2340.37	15432	0	5
2024.06.20	09:00:00	2340.37	2345.71	2340.28	2344.16	15258	0	5
2024.06.20	10:00:00	2344.16	2344.98	2338.58	2338.68	18313	0	5
2024.06.20	11:00:00	2338.68	2338.74	2332.68	2333.39	18464	0	5
2024.06.20	12:00:00	2333.40	2335.82	2331.67	2334.66	12386	0	5
2024.06.20	13:00:00	2334.67	2340.69	2333.56	2339.53	10209	0	5
2024.06.20	14:00:00	2339.53	2341.39	2337.79	2339.34	12644	0	5
2024.06.20	15:00:00	2339.34	2343.87	2335.41	2338.65	34701	0	5
2024.06.20	16:00:00	2338.65	2349.50	2336.71	2349.36	40339	0	5
2024.06.20	17:00:00	2349.37	2365.04	2348.97	2364.04	51006	0	5
2024.06.20	18:00:00	2364.04	2365.57	2351.38	2353.72	32225	0	5
2024.06.20	19:00:00	2353.72	2357.22	2352.87	2356.39	15696	0	5
2024.06.20	20:00:00	2356.39	2357.65	2354.66	2357.47	11631	0	5
2024.06.20	21:00:00	2357.47	2361.07	2357.36	2358.04	7663	0	5
2024.06.20	22:00:00	2358.05	2359.86	2357.74	2358.99	6856	0	5
2024.06.20	23:00:00	2358.99	2360.16	2358.21	2360.02	2603	0	5
2024.06.21	01:00:00	2360.40	2360.94	2358.18	2359.41	4215	0	5
2024.06.21	02:00:00	2359.40	2361.14	2358.91	2360.87	3439	0	5
2024.06.21	03:00:00	2360.87	2364.91	2360.85	2364.13	6168	0	5
2024.06.21	04:00:00	2364.13	2364.23	2357.15	2359.67	20003	0	5
2024.06.21	05:00:00	2359.67	2361.68	2358.20	2359.45	10381	0	5
2024.06.21	06:00:00	2359.44	2362.22	2358.77	2362.21	5948	0	5
2024.06.21	07:00:00	2362.21	2363.02	2361.10	2362.96	3717	0	5
2024.06.21	08:00:00	2362.96	2365.67	2362.27	2364.58	7620	0	5
2024.06.21	09:00:00	2364.58	2364.58	2357.99	2358.50	15133	0	5
2024.06.21	10:00:00	2358.50	2364.49	2355.16	2363.04	20669	0	5
2024.06.21	11:00:00	2363.04	2368.15	2362.73	2365.42	18744	0	5
2024.06.21	12:00:00	2365.42	2367.35	2362.91	2363.93	12435	0	5
2024.06.21	13:00:00	2363.93	2364.22	2361.42	2363.70	12337	0	5
2024.06.21	14:00:00	2363.70	2368.78	2363.54	2366.28	15308	0	5
2024.06.21	15:00:00	2366.28	2368.12	2360.48	2360.72	25572	0	5
2024.06.21	16:00:00	2360.73	2363.83	2334.79	2340.50	64912	0	5
2024.06.21	17:00:00	2340.50	2340.55	2328.60	2329.97	63926	0	5
2024.06.21	18:00:00	2329.97	2334.81	2323.32	2327.97	40332	0	5
2024.06.21	19:00:00	2327.98	2329.37	2323.73	2324.77	20311	0	5
2024.06.21	20:00:00	2324.78	2325.15	2316.75	2319.35	26355	0	5
2024.06.21	21:00:00	2319.35	2322.85	2316.77	2322.21	10229	0	5
2024.06.21	22:00:00	2322.21	2323.39	2320.47	2322.16	8632	0	5
2024.06.21	23:00:00	2322.16	2322.71	2320.82	2321.42	2970	0	5
2024.06.24	01:00:00	2321.61	2322.93	2317.95	2321.57	2950	0	6
2024.06.24	02:00:00	2321.53	2321.53	2317.71	2319.22	3724	0	5
2024.06.24	03:00:00	2319.22	2321.82	2317.97	2320.98	6709	0	5
2024.06.24	04:00:00	2320.98	2326.42	2319.02	2323.70	19881	0	5
2024.06.24	05:00:00	2323.70	2325.22	2319.66	2324.86	12308	0	5
2024.06.24	06:00:00	2324.86	2326.70	2324.41	2325.50	7869	0	5
2024.06.24	07:00:00	2325.50	2326.71	2324.15	2324.50	4955	0	5
2024.06.24	08:00:00	2324.50	2327.28	2323.69	2325.19	8831	0	5
2024.06.24	09:00:00	2325.19	2325.35	2321.36	2323.51	13147	0	5
2024.06.24	10:00:00	2323.50	2331.88	2321.76	2330.86	14872	0	5
2024.06.24	11:00:00	2330.86	2332.85	2329.26	2330.58	14615	0	5
2024.06.24	12:00:00	2330.58	2331.02	2320.79	2325.15	16508	0	5
2024.06.24	13:00:00	2325.14	2327.19	2324.52	2325.26	16179	0	5
2024.06.24	14:00:00	2325.26	2328.14	2324.18	2326.26	13421	0	5
2024.06.24	15:00:00	2326.26	2327.91	2323.37	2327.67	21304	0	5
2024.06.24	16:00:00	2327.67	2333.93	2325.96	2328.09	35970	0	5
2024.06.24	17:00:00	2328.09	2333.72	2326.98	2330.76	30176	0	5
2024.06.24	18:00:00	2330.76	2333.20	2327.54	2327.67	19436	0	5
2024.06.24	19:00:00	2327.67	2332.27	2326.89	2331.72	13057	0	5
2024.06.24	20:00:00	2331.71	2333.30	2330.64	2332.09	9996	0	5
2024.06.24	21:00:00	2332.09	2334.72	2332.00	2333.81	9119	0	5
2024.06.24	22:00:00	2333.82	2333.83	2330.96	2331.77	7257	0	5
2024.06.24	23:00:00	2331.77	2334.44	2331.72	2334.43	2829	0	5
2024.06.25	01:00:00	2333.97	2334.60	2331.73	2331.79	1252	0	5
2024.06.25	02:00:00	2331.79	2331.98	2330.22	2330.87	2622	0	5
2024.06.25	03:00:00	2330.87	2330.97	2328.28	2330.12	4629	0	5
2024.06.25	04:00:00	2330.14	2330.98	2323.20	2325.90	15171	0	5
